year,scenario,species_group,site_class,density_class,variant,config,variable,median,q025,q250,q500,q750,q975,mean,sd,n_draws
2090,5,Spruce-Fir,Medium,Medium,ACD,calibrated_map,tpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2095,5,Spruce-Fir,Medium,Medium,ACD,calibrated_map,tpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2100,5,Spruce-Fir,Medium,Medium,ACD,calibrated_map,tpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2000,6,Spruce-Fir,Medium,High,ACD,default,tpa,113.0,113.0,113.0,113.0,113.0,113.0,113.0,0.0,1
2005,6,Spruce-Fir,Medium,High,ACD,default,tpa,112.0,112.0,112.0,112.0,112.0,112.0,112.0,0.0,1
2010,6,Spruce-Fir,Medium,High,ACD,default,tpa,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2015,6,Spruce-Fir,Medium,High,ACD,default,tpa,109.0,109.0,109.0,109.0,109.0,109.0,109.0,0.0,1
2020,6,Spruce-Fir,Medium,High,ACD,default,tpa,107.0,107.0,107.0,107.0,107.0,107.0,107.0,0.0,1
2025,6,Spruce-Fir,Medium,High,ACD,default,tpa,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2030,6,Spruce-Fir,Medium,High,ACD,default,tpa,104.0,104.0,104.0,104.0,104.0,104.0,104.0,0.0,1
2035,6,Spruce-Fir,Medium,High,ACD,default,tpa,102.0,102.0,102.0,102.0,102.0,102.0,102.0,0.0,1
2040,6,Spruce-Fir,Medium,High,ACD,default,tpa,101.0,101.0,101.0,101.0,101.0,101.0,101.0,0.0,1
2045,6,Spruce-Fir,Medium,High,ACD,default,tpa,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,1
2050,6,Spruce-Fir,Medium,High,ACD,default,tpa,98.0,98.0,98.0,98.0,98.0,98.0,98.0,0.0,1
2055,6,Spruce-Fir,Medium,High,ACD,default,tpa,96.0,96.0,96.0,96.0,96.0,96.0,96.0,0.0,1
2060,6,Spruce-Fir,Medium,High,ACD,default,tpa,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2065,6,Spruce-Fir,Medium,High,ACD,default,tpa,93.0,93.0,93.0,93.0,93.0,93.0,93.0,0.0,1
2070,6,Spruce-Fir,Medium,High,ACD,default,tpa,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,1
2075,6,Spruce-Fir,Medium,High,ACD,default,tpa,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2080,6,Spruce-Fir,Medium,High,ACD,default,tpa,89.0,89.0,89.0,89.0,89.0,89.0,89.0,0.0,1
2085,6,Spruce-Fir,Medium,High,ACD,default,tpa,88.0,88.0,88.0,88.0,88.0,88.0,88.0,0.0,1
2090,6,Spruce-Fir,Medium,High,ACD,default,tpa,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0.0,1
2095,6,Spruce-Fir,Medium,High,ACD,default,tpa,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2100,6,Spruce-Fir,Medium,High,ACD,default,tpa,84.0,84.0,84.0,84.0,84.0,84.0,84.0,0.0,1
2000,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,113.0,113.0,113.0,113.0,113.0,113.0,113.0,0.0,1
2005,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,112.0,112.0,112.0,112.0,112.0,112.0,112.0,0.0,1
2010,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2015,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,109.0,109.0,109.0,109.0,109.0,109.0,109.0,0.0,1
2020,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,107.0,107.0,107.0,107.0,107.0,107.0,107.0,0.0,1
2025,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,105.0,105.0,105.0,105.0,105.0,105.0,105.0,0.0,1
2030,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,104.0,104.0,104.0,104.0,104.0,104.0,104.0,0.0,1
2035,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,102.0,102.0,102.0,102.0,102.0,102.0,102.0,0.0,1
2040,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,101.0,101.0,101.0,101.0,101.0,101.0,101.0,0.0,1
2045,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,1
2050,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,98.0,98.0,98.0,98.0,98.0,98.0,98.0,0.0,1
2055,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,96.0,96.0,96.0,96.0,96.0,96.0,96.0,0.0,1
2060,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2065,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,93.0,93.0,93.0,93.0,93.0,93.0,93.0,0.0,1
2070,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,1
2075,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,1
2080,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,89.0,89.0,89.0,89.0,89.0,89.0,89.0,0.0,1
2085,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,88.0,88.0,88.0,88.0,88.0,88.0,88.0,0.0,1
2090,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0.0,1
2095,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2100,6,Spruce-Fir,Medium,High,ACD,calibrated_map,tpa,84.0,84.0,84.0,84.0,84.0,84.0,84.0,0.0,1
2000,7,Spruce-Fir,High,Low,ACD,default,tpa,79.0,79.0,79.0,79.0,79.0,79.0,79.0,0.0,1
2005,7,Spruce-Fir,High,Low,ACD,default,tpa,78.0,78.0,78.0,78.0,78.0,78.0,78.0,0.0,1
2010,7,Spruce-Fir,High,Low,ACD,default,tpa,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0.0,1
2015,7,Spruce-Fir,High,Low,ACD,default,tpa,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2020,7,Spruce-Fir,High,Low,ACD,default,tpa,74.0,74.0,74.0,74.0,74.0,74.0,74.0,0.0,1
2025,7,Spruce-Fir,High,Low,ACD,default,tpa,73.0,73.0,73.0,73.0,73.0,73.0,73.0,0.0,1
2030,7,Spruce-Fir,High,Low,ACD,default,tpa,72.0,72.0,72.0,72.0,72.0,72.0,72.0,0.0,1
2035,7,Spruce-Fir,High,Low,ACD,default,tpa,71.0,71.0,71.0,71.0,71.0,71.0,71.0,0.0,1
2040,7,Spruce-Fir,High,Low,ACD,default,tpa,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2045,7,Spruce-Fir,High,Low,ACD,default,tpa,69.0,69.0,69.0,69.0,69.0,69.0,69.0,0.0,1
2050,7,Spruce-Fir,High,Low,ACD,default,tpa,68.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,1
2055,7,Spruce-Fir,High,Low,ACD,default,tpa,67.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,1
2060,7,Spruce-Fir,High,Low,ACD,default,tpa,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0.0,1
2065,7,Spruce-Fir,High,Low,ACD,default,tpa,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2070,7,Spruce-Fir,High,Low,ACD,default,tpa,64.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,1
2075,7,Spruce-Fir,High,Low,ACD,default,tpa,63.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,1
2080,7,Spruce-Fir,High,Low,ACD,default,tpa,62.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,1
2085,7,Spruce-Fir,High,Low,ACD,default,tpa,61.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,1
2090,7,Spruce-Fir,High,Low,ACD,default,tpa,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2095,7,Spruce-Fir,High,Low,ACD,default,tpa,59.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,1
2100,7,Spruce-Fir,High,Low,ACD,default,tpa,58.0,58.0,58.0,58.0,58.0,58.0,58.0,0.0,1
2000,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,79.0,79.0,79.0,79.0,79.0,79.0,79.0,0.0,1
2005,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,78.0,78.0,78.0,78.0,78.0,78.0,78.0,0.0,1
2010,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0.0,1
2015,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,1
2020,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,74.0,74.0,74.0,74.0,74.0,74.0,74.0,0.0,1
2025,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,73.0,73.0,73.0,73.0,73.0,73.0,73.0,0.0,1
2030,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,72.0,72.0,72.0,72.0,72.0,72.0,72.0,0.0,1
2035,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,71.0,71.0,71.0,71.0,71.0,71.0,71.0,0.0,1
2040,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,1
2045,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,69.0,69.0,69.0,69.0,69.0,69.0,69.0,0.0,1
2050,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,68.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,1
2055,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,67.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,1
2060,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0.0,1
2065,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,1
2070,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,64.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,1
2075,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,63.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,1
2080,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,62.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,1
2085,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,61.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,1
2090,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,1
2095,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,59.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,1
2100,7,Spruce-Fir,High,Low,ACD,calibrated_map,tpa,58.0,58.0,58.0,58.0,58.0,58.0,58.0,0.0,1
2000,8,Spruce-Fir,High,Medium,ACD,default,tpa,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0.0,1
2005,8,Spruce-Fir,High,Medium,ACD,default,tpa,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2010,8,Spruce-Fir,High,Medium,ACD,default,tpa,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2015,8,Spruce-Fir,High,Medium,ACD,default,tpa,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2020,8,Spruce-Fir,High,Medium,ACD,default,tpa,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2025,8,Spruce-Fir,High,Medium,ACD,default,tpa,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2030,8,Spruce-Fir,High,Medium,ACD,default,tpa,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2035,8,Spruce-Fir,High,Medium,ACD,default,tpa,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2040,8,Spruce-Fir,High,Medium,ACD,default,tpa,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1
2045,8,Spruce-Fir,High,Medium,ACD,default,tpa,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1
2050,8,Spruce-Fir,High,Medium,ACD,default,tpa,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2055,8,Spruce-Fir,High,Medium,ACD,default,tpa,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2060,8,Spruce-Fir,High,Medium,ACD,default,tpa,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2065,8,Spruce-Fir,High,Medium,ACD,default,tpa,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2070,8,Spruce-Fir,High,Medium,ACD,default,tpa,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,1
2075,8,Spruce-Fir,High,Medium,ACD,default,tpa,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,1
2080,8,Spruce-Fir,High,Medium,ACD,default,tpa,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2085,8,Spruce-Fir,High,Medium,ACD,default,tpa,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2090,8,Spruce-Fir,High,Medium,ACD,default,tpa,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,1
2095,8,Spruce-Fir,High,Medium,ACD,default,tpa,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,1
2100,8,Spruce-Fir,High,Medium,ACD,default,tpa,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,1
2000,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0.0,1
2005,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2010,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2015,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2020,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2025,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2030,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2035,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2040,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1
2045,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1
2050,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2055,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2060,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2065,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2070,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,1
2075,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,1
2080,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2085,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2090,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,1
2095,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,1
2100,8,Spruce-Fir,High,Medium,ACD,calibrated_map,tpa,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,1
2000,9,Spruce-Fir,High,High,ACD,default,tpa,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2005,9,Spruce-Fir,High,High,ACD,default,tpa,109.0,109.0,109.0,109.0,109.0,109.0,109.0,0.0,1
2010,9,Spruce-Fir,High,High,ACD,default,tpa,107.0,107.0,107.0,107.0,107.0,107.0,107.0,0.0,1
2015,9,Spruce-Fir,High,High,ACD,default,tpa,106.0,106.0,106.0,106.0,106.0,106.0,106.0,0.0,1
2020,9,Spruce-Fir,High,High,ACD,default,tpa,104.0,104.0,104.0,104.0,104.0,104.0,104.0,0.0,1
2025,9,Spruce-Fir,High,High,ACD,default,tpa,102.0,102.0,102.0,102.0,102.0,102.0,102.0,0.0,1
2030,9,Spruce-Fir,High,High,ACD,default,tpa,101.0,101.0,101.0,101.0,101.0,101.0,101.0,0.0,1
2035,9,Spruce-Fir,High,High,ACD,default,tpa,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,1
2040,9,Spruce-Fir,High,High,ACD,default,tpa,98.0,98.0,98.0,98.0,98.0,98.0,98.0,0.0,1
2045,9,Spruce-Fir,High,High,ACD,default,tpa,96.0,96.0,96.0,96.0,96.0,96.0,96.0,0.0,1
2050,9,Spruce-Fir,High,High,ACD,default,tpa,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2055,9,Spruce-Fir,High,High,ACD,default,tpa,93.0,93.0,93.0,93.0,93.0,93.0,93.0,0.0,1
2060,9,Spruce-Fir,High,High,ACD,default,tpa,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,1
2065,9,Spruce-Fir,High,High,ACD,default,tpa,91.0,91.0,91.0,91.0,91.0,91.0,91.0,0.0,1
2070,9,Spruce-Fir,High,High,ACD,default,tpa,89.0,89.0,89.0,89.0,89.0,89.0,89.0,0.0,1
2075,9,Spruce-Fir,High,High,ACD,default,tpa,88.0,88.0,88.0,88.0,88.0,88.0,88.0,0.0,1
2080,9,Spruce-Fir,High,High,ACD,default,tpa,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0.0,1
2085,9,Spruce-Fir,High,High,ACD,default,tpa,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2090,9,Spruce-Fir,High,High,ACD,default,tpa,84.0,84.0,84.0,84.0,84.0,84.0,84.0,0.0,1
2095,9,Spruce-Fir,High,High,ACD,default,tpa,82.0,82.0,82.0,82.0,82.0,82.0,82.0,0.0,1
2100,9,Spruce-Fir,High,High,ACD,default,tpa,81.0,81.0,81.0,81.0,81.0,81.0,81.0,0.0,1
2000,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,1
2005,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,109.0,109.0,109.0,109.0,109.0,109.0,109.0,0.0,1
2010,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,107.0,107.0,107.0,107.0,107.0,107.0,107.0,0.0,1
2015,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,106.0,106.0,106.0,106.0,106.0,106.0,106.0,0.0,1
2020,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,104.0,104.0,104.0,104.0,104.0,104.0,104.0,0.0,1
2025,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,102.0,102.0,102.0,102.0,102.0,102.0,102.0,0.0,1
2030,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,101.0,101.0,101.0,101.0,101.0,101.0,101.0,0.0,1
2035,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,1
2040,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,98.0,98.0,98.0,98.0,98.0,98.0,98.0,0.0,1
2045,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,96.0,96.0,96.0,96.0,96.0,96.0,96.0,0.0,1
2050,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,1
2055,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,93.0,93.0,93.0,93.0,93.0,93.0,93.0,0.0,1
2060,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,1
2065,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,91.0,91.0,91.0,91.0,91.0,91.0,91.0,0.0,1
2070,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,89.0,89.0,89.0,89.0,89.0,89.0,89.0,0.0,1
2075,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,88.0,88.0,88.0,88.0,88.0,88.0,88.0,0.0,1
2080,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0.0,1
2085,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,1
2090,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,84.0,84.0,84.0,84.0,84.0,84.0,84.0,0.0,1
2095,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,82.0,82.0,82.0,82.0,82.0,82.0,82.0,0.0,1
2100,9,Spruce-Fir,High,High,ACD,calibrated_map,tpa,81.0,81.0,81.0,81.0,81.0,81.0,81.0,0.0,1
2000,10,Northern-Hardwood,Low,Low,ACD,default,tpa,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0.0,1
2005,10,Northern-Hardwood,Low,Low,ACD,default,tpa,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2010,10,Northern-Hardwood,Low,Low,ACD,default,tpa,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2015,10,Northern-Hardwood,Low,Low,ACD,default,tpa,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2020,10,Northern-Hardwood,Low,Low,ACD,default,tpa,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2025,10,Northern-Hardwood,Low,Low,ACD,default,tpa,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2030,10,Northern-Hardwood,Low,Low,ACD,default,tpa,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2035,10,Northern-Hardwood,Low,Low,ACD,default,tpa,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2040,10,Northern-Hardwood,Low,Low,ACD,default,tpa,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1
2045,10,Northern-Hardwood,Low,Low,ACD,default,tpa,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1
2050,10,Northern-Hardwood,Low,Low,ACD,default,tpa,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2055,10,Northern-Hardwood,Low,Low,ACD,default,tpa,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2060,10,Northern-Hardwood,Low,Low,ACD,default,tpa,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2065,10,Northern-Hardwood,Low,Low,ACD,default,tpa,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2070,10,Northern-Hardwood,Low,Low,ACD,default,tpa,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,1
2075,10,Northern-Hardwood,Low,Low,ACD,default,tpa,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,1
2080,10,Northern-Hardwood,Low,Low,ACD,default,tpa,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2085,10,Northern-Hardwood,Low,Low,ACD,default,tpa,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2090,10,Northern-Hardwood,Low,Low,ACD,default,tpa,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2095,10,Northern-Hardwood,Low,Low,ACD,default,tpa,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,1
2100,10,Northern-Hardwood,Low,Low,ACD,default,tpa,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,1
2000,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0.0,1
2005,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,1
2010,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2015,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,1
2020,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2025,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0.0,1
2030,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2035,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,1
2040,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1
2045,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,1
2050,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2055,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,1
2060,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2065,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0.0,1
2070,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,1
2075,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,1
2080,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
2085,10,Northern-Hardwood,Low,Low,ACD,calibrated_map,tpa,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,1
