PLOT,MEASYEAR,PUB_LAT,PUB_LONG,FIRST_CN,FIRST_PLTCN,COUNTYCD,FIRST_INVYR,ALL_TRTCD,CYCLE5_MMT,CYCLE6_MMT,CYCLE7_MMT,CYCLE8_MMT,2021
1744,1999,45.47238,-67.88829,71912219010538,52716033010538,29,1999,0,0.185,0.165,0.194,0.199,0.178
1745,2001,44.24299,-69.24219,70161459010538,52881052010538,13,2001,0,0.256,0.288,0.377,0.431,0.314
1746,2000,46.73591,-69.54678,72029482010538,52773179010538,3,2000,0,0.115,0.182,0.235,0.283,0.332
1747,1999,46.36405,-67.86238,71932660010538,52747047010538,3,1999,10,0.075,0.094,0.171,0.178,0.157
1748,1999,46.67247,-68.58681,71942221010538,52719475010538,3,1999,0,0.039,0.069,0.099,0.145,0.176
1749,2001,43.84999,-70.90666,70162590010538,52882253010538,17,2001,0,0.308,0.339,0.36,0.358,0.42
1750,1999,44.10074,-69.2383,71917197010538,52736976010538,13,1999,0,0.24,0.242,0.271,0.311,0.332
1751,1999,45.84685,-67.92282,71933990010538,52748405010538,3,1999,10,0.118,0.14,0.17,0.23,0.3
1752,2001,45.99164,-69.53972,70186347010538,52920395010538,21,2001,0,0.079,0.123,0.115,0.105,0.136
1753,2000,45.39482,-69.3401,71971372010538,52829650010538,21,2000,0,0.374,0.364,0.34,0.369,0.351
1754,2001,44.06374,-70.90474,70165937010538,52885743010538,17,2001,10,0.337,0.38,0.461,0.509,0.272
1755,2001,44.06327,-70.32928,70140484010538,52897079010538,1,2001,0,0.249,0.276,0.309,0.355,0.38
1756,2000,44.35167,-68.59968,72042256010538,52786335010538,9,2000,0,0.256,0.247,0.281,0.315,0.323
1757,2001,46.49453,-68.52583,70131034010538,52907835010538,3,2001,0,0.011,0.017,0.026,0.026,0.022
1758,2000,45.71847,-68.21529,72014904010538,52810013010538,3,2000,0,0.217,0.27,0.293,0.291,0.297
1759,1999,44.89064,-68.7765,71962828010538,52767738010538,19,1999,0,0,0,0,0,0
1760,2000,46.07932,-69.92123,71979883010538,52838299010538,25,2000,10,0.413,0.343,0.111,0.012,0.023
1761,2000,45.31035,-69.36275,71972942010538,52831262010538,21,2000,0,0.234,0.221,0.239,0.247,0.217
1762,2001,44.84473,-69.70488,70193669010538,52928030010538,25,2001,10,0.18,0.194,0.24,0.271,0.26
1763,2000,44.10059,-70.34882,72011787010538,52806735010538,1,2000,10,0.228,0.258,0.275,0.093,0.122
1764,1999,45.62444,-69.15111,71883229010538,52686722010538,21,1999,0,0.169,0.204,0.204,0.246,0.267
1765,2001,44.31073,-69.51776,70160547010538,52880109010538,11,2001,0,0.221,0.237,0.284,0.297,0.125
1766,1999,46.69875,-69.44342,71944549010538,52721833010538,3,1999,10,0.191,0.059,0.047,0.059,0.071
1767,1999,44.52416,-67.87414,71910217010538,52714017010538,29,1999,0,0.241,0.268,0.318,0.368,0.297
1768,1999,44.93013,-67.95938,71911262010538,52715071010538,29,1999,0,0.064,0.09,0.157,0.181,0.24
1769,2001,44.91997,-68.2397,70158478010538,52877916010538,9,2001,0,0.398,0.426,0.427,0.442,0.458
1770,2001,44.68689,-68.47882,70157439010538,52876880010538,9,2001,10,0.112,0.119,0.134,0.152,0.136
1771,1999,46.1907,-68.04927,71937556010538,52752147010538,3,1999,0,0.109,0.121,0.126,0.163,0.156
1772,1999,45.30931,-69.00697,71883750010538,52687256010538,21,1999,10,0.338,0.33,0.405,0.047,0.067
1773,1999,44.55956,-69.2493,71904947010538,52708543010538,27,1999,0,0.1,0.13,0.178,0.195,0.148
1774,2000,44.97595,-67.59516,71995342010538,52854565010538,29,2000,10,0.273,0.318,0.165,0.194,0.254
1775,2000,46.78645,-69.89205,72014031010538,52809118010538,3,2000,10,0.271,0.324,0.083,0.136,0.189
1776,2001,45.07807,-69.71869,70194471010538,52928851010538,25,2001,10,0.105,0.193,0.256,0.28,0.325
1777,2001,46.56458,-68.64875,70134187010538,52860826010538,3,2001,0,0.238,0.252,0.266,0.297,0.252
1778,2001,44.60395,-67.96354,70123123010538,52940386010538,29,2001,0,0,0,0,0,0
1779,2001,43.95594,-69.46674,70161984010538,52881617010538,15,2001,0,0,0,0,0,0
1780,2000,46.23792,-69.38814,71966087010538,52824007010538,21,2000,0,0.168,0.185,0.197,0.183,0.164
1781,2000,45.08764,-67.28885,71998200010538,52857506010538,29,2000,0,0.417,0.435,0.471,0.502,0.534
1782,2001,44.97224,-67.40873,70200943010538,52935528010538,29,2001,10,0.164,0.068,0.073,0.102,0.167
1783,1999,45.672,-68.2683,71928287010538,52742386010538,3,1999,10,0.019,0.042,0.086,0.164,0.302
1784,2001,46.45929,-69.03038,70179265010538,52912989010538,21,2001,0,0.111,0.18,0,0,0
1785,2001,44.34058,-69.33722,70199252010538,52933686010538,27,2001,0,0.249,0.243,0.251,0.289,0.244
1786,1999,46.38465,-69.49819,71888642010538,52692108010538,21,1999,10,0.071,0.114,0.164,0.216,0.247
1787,2001,46.48781,-68.10027,70132268010538,52909102010538,3,2001,0,0.24,0.277,0.335,0.388,0.241
1788,2001,44.9821,-68.41769,70157738010538,52877189010538,9,2001,0,0.102,0.105,0.123,0.147,0.099
1789,2000,44.63426,-67.78206,71995993010538,52855232010538,29,2000,0,0.282,0.359,0.374,0.406,0.469
1790,2000,44.91249,-69.30802,71964305010538,52806279010538,19,2000,0,0.065,0.069,0.085,0.11,0.102
1791,2001,45.21484,-68.39518,70170281010538,52890283010538,19,2001,10,0.16,0.198,0.216,0.292,0.328
1792,1999,46.70056,-68.39982,71940743010538,52755374010538,3,1999,0,0.347,0.449,0.375,0.389,0.444
1793,2001,46.06029,-68.89324,70182883010538,52916861010538,21,2001,0,0.163,0.146,0.127,0.144,0.161
1794,1999,44.22578,-70.28043,72160098010538,52741783010538,1,1999,10,0.376,0.251,0.257,0.341,0.367
1795,2000,44.49739,-68.06573,72040022010538,52783983010538,9,2000,0,0.317,0.351,0.393,0.432,0.472
1796,1999,44.50902,-68.31112,71954795010538,52732097010538,9,1999,0,0.124,0.089,0.11,0.139,0.171
1797,2001,45.79361,-69.90989,70191384010538,52925572010538,25,2001,10,0.092,0.078,0.115,0.152,0.234
1798,2000,45.3375,-68.12356,72046573010538,52802550010538,19,2000,10,0.306,0.335,0.325,0.367,0.296
1799,2000,45.97559,-67.97933,72012762010538,52807756010538,3,2000,10,0.098,0.193,0.291,0.093,0.09
1800,2000,45.02173,-70.29526,71951680010538,52729018010538,7,1999,0,0.296,0.305,0.344,0.367,0.375
1801,2001,45.28253,-67.53551,70123314010538,52940580010538,29,2001,40,0.105,0.156,0.217,0.199,0.235
1802,1999,44.79812,-68.07063,71955598010538,52732913010538,9,1999,0,0.4,0.357,0.398,0.417,0.35
1803,1999,45.60854,-68.93729,71925077010538,52760148010538,19,1999,10,0.206,0.264,0.382,0.084,0.082
1804,2000,46.75173,-68.51246,72025886010538,52769536010538,3,2000,10,0.063,0.062,0.083,0.078,0.068
1805,1999,45.00817,-68.47659,71961732010538,52766618010538,19,1999,0,0.124,0.168,0.213,0.236,0.256
1806,2000,45.43654,-68.65379,72010560010538,52797892010538,19,2000,0,0.08,0.128,0.187,0.201,0.283
1807,1999,46.8508,-68.2732,71940379010538,52754999010538,3,1999,0,0.249,0.255,0.274,0.28,0.267
1808,2000,44.74144,-67.50243,71992680010538,52851843010538,29,2000,10,0.25,0.29,0.287,0.317,0.346
1809,1999,45.11721,-67.70254,71910712010538,52714515010538,29,1999,10,0.082,0.088,0.005,0.028,0.07
1810,2001,46.46026,-68.34563,70127975010538,52904450010538,3,2001,10,0.149,0.187,0.197,0.144,0.178
1811,2001,44.44345,-68.13504,70155100010538,52874494010538,9,2001,10,0.347,0.329,0.353,0.425,0.435
1812,2001,43.66822,-70.84158,70127573010538,52944945010538,31,2001,0,0,0,0,0,0
1813,2001,45.09319,-68.47975,70167804010538,52887629010538,19,2001,0,0.066,0.119,0.183,0.223,0.296
1814,2000,44.85355,-68.18763,72041395010538,52785411010538,9,2000,0,0.058,0.065,0.092,0.101,0.076
1815,2000,47.14138,-67.95607,72025168010538,52821853010538,3,2000,0,0,0,0,0,0
1816,2000,46.77235,-67.97309,72031122010538,52774821010538,3,2000,0,0,0,0,0,0
1817,2000,45.63034,-70.32566,71988419010538,52847244010538,25,2000,0,0.18,0.178,0.203,0.279,0.272
1818,2000,46.91936,-68.70313,72026577010538,52770241010538,3,2000,0,0.18,0.24,0.28,0.32,0.359
1819,2000,46.37727,-69.4281,71970437010538,52828668010538,21,2000,10,0.243,0.248,0.262,0.093,0.066
1820,2001,45.13756,-67.28659,70122672010538,52939927010538,29,2001,0,0,0,0.002,0.002,0.002
1821,2000,44.80764,-69.18926,72010941010538,52798370010538,19,2000,0,0.314,0.307,0.325,0.337,0
1822,1999,46.46888,-69.60767,71888786010538,52692253010538,21,1999,0,0.223,0.235,0.269,0.332,0.398
1823,1999,44.58306,-70.75826,71919530010538,52739341010538,17,1999,10,0.139,0.124,0,0.257,0.305
1824,1999,43.98217,-70.0954,72159265010538,52740917010538,1,1999,0,0,0,0,0,0
1825,2001,43.7657,-69.81068,70188264010538,52922298010538,23,2001,0,0.255,0.279,0.305,0.299,0.354
1826,2001,44.72269,-69.99629,70194713010538,52929097010538,25,2001,10,0.159,0.195,0.161,0.186,0.172
1827,2001,44.55796,-70.52229,70164831010538,52884615010538,17,2001,10,0.294,0.375,0.264,0.287,0.309
1828,2000,47.08,-68.02391,72025183010538,52821870010538,3,2000,10,0.273,0.067,0.075,0.082,0.109
1829,1999,44.98362,-69.48207,71896796010538,52700278010538,25,1999,0,0,0,0,0,0
1830,2000,45.09627,-68.00227,71998045010538,52857369010538,29,2000,0,0.258,0.284,0.311,0.334,0.332
1831,1999,46.65395,-68.64062,71941121010538,52755753010538,3,1999,10,0.298,0.31,0.125,0.141,0.173
1832,1999,45.65391,-68.14088,71928515010538,52742652010538,3,1999,0,0.031,0.084,0.151,0.197,0.25
1833,2000,45.9857,-68.42927,72020742010538,52816193010538,3,2000,0,0,0,0,0,0
1834,2000,44.72715,-69.64251,71983878010538,52842625010538,25,2000,0,0,0.009,0.016,0.024,0.035
1835,1999,45.839,-70.1523,71899709010538,52703222010538,25,1999,0,0.012,0.055,0.084,0.132,0.174
1836,1999,47.07187,-68.25152,71929049010538,52743202010538,3,1999,50,0.005,0.019,0.075,0.112,0.152
1837,2001,43.8114,-70.13506,70147627010538,52866691010538,5,2001,0,0.327,0.369,0.452,0.494,0.518
1838,2000,46.45124,-68.56609,72020758010538,52816210010538,3,2000,10,0.195,0.248,0.276,0.29,0.327
1839,2001,45.2681,-67.77027,70201893010538,52936530010538,29,2001,10,0.226,0.237,0.282,0.341,0.382
1840,1999,46.35269,-69.92032,71901178010538,52704709010538,25,1999,0,0.095,0.147,0.204,0.231,0.313
1841,2001,43.7968,-69.9826,70148491010538,52867592010538,5,2001,0,0,0,0,0,0
1842,1999,47.17293,-69.42864,71936633010538,52751228010538,3,1999,0,0.196,0.235,0.294,0.366,0
1843,2000,46.53808,-68.09265,72024799010538,52821479010538,3,2000,0,0.128,0.184,0.21,0.227,0.234
1844,2001,45.78444,-69.1386,70182596010538,52916561010538,21,2001,0,0.366,0.416,0.432,0.455,0.493
1845,2001,44.96707,-67.24304,70121978010538,52939221010538,29,2001,10,0.221,0.222,0.072,0.117,0.174
1846,2001,46.2816,-70.09244,70196794010538,52931214010538,25,2001,0,0.285,0.334,0.439,0.523,0.546
1847,2001,44.47049,-69.25047,70200762010538,52935355010538,27,2001,0,0.228,0.181,0.243,0.282,0.294
1848,2000,44.70615,-68.29887,72041573010538,52785592010538,9,2000,0,0.302,0.336,0.333,0.072,0.071
1849,2001,44.18814,-70.22256,70140050010538,52896600010538,1,2001,0,0.11,0.161,0.208,0.251,0.293
1850,2001,45.42565,-70.00095,70193060010538,52927338010538,25,2001,10,0.058,0.096,0.153,0.145,0.2
1851,2001,44.43767,-70.58331,70164970010538,52884756010538,17,2001,10,0.356,0.327,0.386,0.359,0.397
1852,2001,45.32502,-69.52836,70179961010538,52913703010538,21,2001,0,0.253,0.305,0.298,0.322,0.313
1853,2001,44.01874,-70.56226,70149324010538,52868443010538,5,2001,0,0.074,0.092,0.113,0.157,0.142
1854,2000,45.79976,-68.92433,71966583010538,52824529010538,21,2000,0,0.285,0.254,0.235,0.267,0.303
1855,1999,45.98575,-68.83408,71884035010538,52687547010538,21,1999,0,0.232,0.296,0.289,0.321,0.338
1856,1999,44.85752,-70.3763,71949528010538,52726834010538,7,1999,0,0.086,0.094,0.1,0.086,0.098
1857,2001,46.73852,-69.30243,70137490010538,52864171010538,3,2001,10,0.365,0.248,0.423,0.153,0.152
1858,2000,44.70803,-70.03827,72034561010538,52778372010538,7,2000,0,0.149,0.211,0.322,0.322,0
1859,2000,47.1498,-68.54535,72021022010538,52816479010538,3,2000,0,0,0,0,0,0
1860,2001,44.86468,-68.70796,70170888010538,52890989010538,19,2001,0,0,0,0,0,0
1861,2001,45.03506,-67.74696,70120594010538,52937745010538,29,2001,0,0.084,0.094,0.122,0.148,0.164
1862,2001,44.53538,-69.17913,70200369010538,52934956010538,27,2001,0,0.282,0.306,0.341,0.323,0.319
1863,2000,44.31384,-68.24276,72040727010538,52784721010538,9,2000,0,0.423,0.441,0.475,0.509,0.539
1864,2000,45.0046,-70.7896,72035595010538,52779438010538,7,2000,0,0.11,0.159,0.222,0.222,0.253
1865,2000,44.48475,-68.4878,72042390010538,52786477010538,9,2000,0,0.027,0,0,0,0
1866,2001,47.08368,-68.55901,70145636010538,52902469010538,3,2001,0,0.2,0.207,0.245,0.292,0.341
1867,2001,46.29022,-69.49687,70187005010538,52921063010538,21,2001,10,0.226,0.187,0.237,0.13,0.143
1868,2001,45.72448,-67.93451,70129375010538,52906070010538,3,2001,0,0.199,0.245,0.299,0.356,0.38
1869,2001,45.81762,-68.29299,70131806010538,52908628010538,3,2001,0,0.07,0.137,0.231,0.338,0.318
1870,2000,47.09877,-68.81756,72027105010538,52770783010538,3,2000,0,0.228,0.294,0.307,0.369,0.292
1871,1999,45.37153,-69.35662,71879603010538,52682970010538,21,1999,0,0.033,0.068,0.118,0.187,0.247
1872,2000,43.93006,-70.06589,72032145010538,52775807010538,5,2000,0,0.283,0.213,0.313,0.376,0.293
1873,2000,46.60638,-69.87677,72013930010538,52809015010538,3,2000,10,0.075,0.088,0.091,0.144,0.176
1874,2000,43.08509,-70.74785,71999286010538,52858610010538,31,2000,0,0,0,0,0,0
1875,2001,45.23212,-70.95943,70167027010538,52886856010538,17,2001,10,0.317,0.409,0.099,0.105,0.126
1876,2001,46.4313,-69.37088,70186845010538,52920899010538,21,2001,0,0.102,0.14,0.215,0.294,0.361
1877,2000,44.35503,-69.16473,71989954010538,52848941010538,27,2000,10,0.13,0.13,0.142,0.088,0.081
1878,2001,46.47117,-68.78373,70139241010538,52865942010538,3,2001,10,0.36,0.214,0.236,0.29,0.206
1879,2001,45.4202,-67.6433,70123444010538,52940712010538,29,2001,10,0.17,0.217,0.221,0.269,0.298
1880,1999,46.16743,-69.43229,71877425010538,52680575010538,21,1999,0,0.347,0.323,0.336,0.383,0.393
1881,2000,45.65185,-69.51433,71967121010538,52825216010538,21,2000,10,0.073,0.075,0.122,0.179,0.005
1882,2001,47.13265,-68.32317,70142170010538,52898689010538,3,2001,10,0.162,0.172,0.18,0.198,0.212
1883,1999,44.80971,-70.41845,71948626010538,52725904010538,7,1999,10,0.247,0.28,0.324,0.207,0.221
1884,1999,45.22663,-70.2544,71898717010538,52702218010538,25,1999,10,0.379,0.089,0.107,0.101,0.164
1885,2000,45.4375,-68.29281,72010358010538,52797669010538,19,2000,0,0.295,0.326,0.335,0.351,0.092
1886,1999,46.03014,-67.99657,71933832010538,52748243010538,3,1999,10,0.193,0.18,0.209,0.257,0.271
1887,2001,45.14039,-68.90036,70178486010538,52912168010538,21,2001,10,0.008,0.017,0.049,0.08,0.14
1888,2001,46.17445,-68.014,70144656010538,52901381010538,3,2001,10,0.166,0.144,0.209,0.042,0.052
1889,2001,44.90976,-70.24556,70151584010538,52870870010538,7,2001,10,0.143,0.101,0.124,0.15,0.136
1890,2000,46.58409,-67.84946,72022809010538,52819382010538,3,2000,0,0,0,0,0,0
1891,1999,45.11822,-70.45211,71951881010538,52729199010538,7,1999,0,0.204,0.283,0.347,0.411,0.406
1892,2000,46.10443,-69.23798,71969161010538,52827354010538,21,2000,0,0.229,0.276,0.329,0.371,0.407
1893,2000,45.28229,-68.12337,71876501010538,52679663010538,19,1999,0,0.098,0.134,0.204,0.252,0.293
1894,1999,45.02883,-68.06517,71956308010538,52733628010538,9,1999,10,0.125,0.164,0.002,0.002,0.021
1895,2001,44.06897,-69.18369,70161646010538,52881240010538,13,2001,0,0,0,0.001,0,0
1896,2000,45.10497,-70.99718,72008569010538,52795868010538,17,2000,0,0.175,0.181,0.126,0.136,0.143
1897,2000,46.19914,-69.26147,71976275010538,52834648010538,21,2000,50,0.043,0.069,0.137,0.216,0.257
1898,2001,44.53106,-68.98963,70199610010538,52934094010538,27,2001,0,0.047,0.097,0.144,0.218,0.246
1899,2000,46.20547,-70.19741,71978181010538,52836570010538,25,2000,0,0.369,0.418,0.391,0.391,0.398
1900,2000,47.19139,-68.3219,72031005010538,52774716010538,3,2000,0,0.143,0.153,0.156,0.16,0.138
1901,2001,44.04818,-69.58023,70162372010538,52882011010538,15,2001,10,0.226,0.226,0.245,0.298,0.327
1902,1999,45.79221,-67.99894,71937151010538,52751749010538,3,1999,0,0.132,0.096,0.125,0.137,0.166
1903,2001,44.26711,-70.15145,70140266010538,52896823010538,1,2001,0,0.052,0.051,0.062,0.073,0.078
1904,2000,44.66386,-70.45436,72037540010538,52781320010538,7,2000,0,0.219,0.249,0.31,0.341,0.349
1905,1999,44.9116,-70.12261,71898864010538,52702369010538,25,1999,10,0.251,0.105,0.128,0.187,0.201
1906,2000,43.77978,-69.87271,71977368010538,52835718010538,23,2000,0,0.306,0.324,0.324,0.295,0.276
1907,2000,45.32053,-70.72414,72037100010538,52780988010538,7,2000,0,0.247,0.237,0.211,0.232,0.227
1908,1999,44.36171,-70.74604,71919660010538,52739508010538,17,1999,0,0.159,0.181,0.231,0.222,0.141
1909,2001,44.21558,-69.06269,70161444010538,52881036010538,13,2001,0,0,0,0,0,0
1910,2000,44.55285,-70.72784,72005426010538,52792625010538,17,2000,10,0.248,0.087,0.088,0.124,0.161
1911,1999,46.03798,-69.19352,71885696010538,52689152010538,21,1999,0,0.235,0.26,0.306,0.324,0.407
1912,1999,44.30011,-68.32499,71955127010538,52732435010538,9,1999,0,0.198,0.233,0.34,0.391,0.431
1913,1999,45.22542,-69.07463,71878826010538,53115997010538,21,1999,0,0.08,0.078,0.114,0.117,0.142
1914,1999,46.81786,-68.08173,71938971010538,52753575010538,3,1999,10,0.025,0.027,0.02,0.027,0.039
1915,1999,44.29082,-70.22152,72159460010538,52741113010538,1,1999,10,0.166,0.21,0.324,0.422,0.462
1916,2000,46.29408,-69.14978,71969360010538,52827555010538,21,2000,10,0.298,0.047,0.09,0.134,0.049
1917,1999,44.8362,-67.60076,71909848010538,52713645010538,29,1999,0,0.204,0.211,0.241,0.266,0.319
1918,2001,47.08024,-69.02275,70145282010538,52902053010538,3,2001,0,0.113,0.152,0.189,0.265,0.279
1919,2001,44.5721,-69.35717,70200539010538,52935128010538,27,2001,0,0.288,0.268,0.332,0.361,0.399
1920,1999,43.19065,-70.70089,71913757010538,52717574010538,31,1999,0,0.322,0.357,0.39,0.411,0.403
1921,2000,44.8443,-69.59663,71983344010538,52842069010538,25,2000,0,0.217,0.191,0.244,0.226,0.235
1922,2001,44.18111,-70.05465,70140142010538,52896694010538,1,2001,10,0.302,0.288,0.314,0.258,0.262
1923,2001,46.96108,-68.05392,70146575010538,52903462010538,3,2001,0,0,0,0,0,0
1924,1999,46.80677,-68.5165,71942059010538,52719308010538,3,1999,0,0.14,0,0.158,0.176,0
1925,1999,44.61681,-69.57607,71915480010538,52735249010538,11,1999,0,0,0,0,0,0
1926,2000,45.37713,-68.95013,71972191010538,52830498010538,21,2000,10,0.117,0.038,0.056,0.103,0.168
1927,1999,45.12563,-69.9471,71902960010538,52706480010538,25,1999,10,0.433,0.428,0.156,0.139,0.169
1928,2000,44.23277,-68.31645,72040866010538,52784870010538,9,2000,0,0.001,0,0,0,0
1929,2001,45.93307,-67.80911,70129767010538,52906477010538,3,2001,0,0,0.002,0.004,0.003,0.001
1930,2001,46.19787,-69.97169,70196622010538,52931038010538,25,2001,10,0.208,0.239,0.053,0.07,0.087
1931,2000,45.22479,-70.01768,71979288010538,52837649010538,25,2000,10,0.359,0.167,0.166,0.093,0.109
1932,1999,45.21035,-70.66663,71952693010538,52730015010538,7,1999,10,0.206,0.28,0.062,0.093,0.163
1933,1999,46.5179,-68.77071,71942771010538,52720031010538,3,1999,10,0.228,0.216,0.205,0.271,0.316
1934,1999,46.17085,-67.85595,71936845010538,52751444010538,3,1999,0,0,0,0,0,0
1935,1999,46.13315,-68.73202,71926646010538,52761811010538,19,1999,10,0.236,0.188,0.225,0.265,0.193
1936,2000,45.093,-68.77171,72043542010538,52799354010538,19,2000,0,0.152,0.219,0.235,0.268,0.335
1937,1999,45.10218,-67.39723,71905509010538,52709121010538,29,1999,10,0.243,0.24,0.278,0.198,0.214
1938,1999,45.08606,-70.95869,71924337010538,52759416010538,17,1999,10,0.189,0.211,0.232,0.105,0.042
1939,2001,45.4026,-68.42331,70171827010538,52891996010538,19,2001,10,0.237,0.174,0.179,0.224,0.241
1940,1999,46.70417,-69.61117,71944698010538,52721985010538,3,1999,10,0.237,0.285,0.299,0.38,0.126
1941,2001,46.87097,-68.56659,70134760010538,52861408010538,3,2001,10,0.55,0.61,0.281,0.242,0.169
1942,2001,44.59924,-70.32315,70150196010538,52869464010538,7,2001,10,0.156,0.22,0.268,0.048,0.093
1943,2001,45.7219,-68.16827,70139548010538,52866238010538,3,2001,10,0.341,0.275,0.298,0.307,0.288
1944,1999,44.23523,-70.85192,71920697010538,52740562010538,17,1999,0,0.456,0.523,0.615,0.67,0.767
1945,2000,45.20222,-70.42389,71986917010538,52845714010538,25,2000,10,0.252,0.27,0.18,0.224,0.181
1946,2000,44.95857,-71.00817,72008926010538,52796234010538,17,2000,10,0.223,0.188,0.198,0.237,0.291
1947,1999,44.94159,-70.34794,71951401010538,52728732010538,7,1999,0,0.216,0.283,0.28,0.272,0.049
1948,2000,44.80804,-70.16711,72034358010538,52778165010538,7,2000,10,0.183,0.168,0.144,0.207,0.272
1949,1999,45.67397,-67.80914,71906422010538,52710065010538,29,1999,0,0,0,0.007,0.017,0.039
1950,1999,43.62318,-70.40477,71947687010538,52724944010538,5,1999,0,0.365,0.389,0.352,0.423,0.438
1951,2001,45.31953,-67.76109,70201376010538,52935969010538,29,2001,10,0.155,0.172,0.237,0.3,0.352
1952,2000,43.39659,-70.8864,71999714010538,52859049010538,31,2000,10,0.365,0.294,0.345,0.403,0.46
1953,2001,45.03393,-69.3524,70193799010538,52928164010538,25,2001,10,0.236,0.272,0.194,0.272,0.323
1954,1999,44.95182,-70.24935,71949619010538,52726926010538,7,1999,10,0.231,0.071,0.08,0.089,0.084
1955,2000,45.16473,-69.32268,71967232010538,52825329010538,21,2000,10,0.442,0.237,0.173,0.195,0.226
1956,2000,44.08064,-70.96429,72005325010538,52792510010538,17,2000,10,0.238,0.264,0.305,0.227,0.225
1957,2000,44.5549,-67.8213,71994176010538,52853365010538,29,2000,0,0.129,0,0,0,0
1958,2001,44.17181,-70.60624,70163258010538,52882954010538,17,2001,0,0.236,0.242,0.282,0.307,0.154
1959,2001,45.86227,-68.05683,70131474010538,52908292010538,3,2001,0,0.228,0.236,0.259,0.278,0.307
1960,2000,45.78118,-68.77081,71964728010538,52822658010538,19,2000,0,0.005,0.006,0.005,0.006,0.007
1961,2000,46.26209,-69.55364,71976131010538,52834500010538,21,2000,10,0.402,0.343,0.383,0.222,0.231
1962,2000,45.05179,-69.76824,71983106010538,52841761010538,25,2000,30,0,0,0.002,0.038,0.107
1963,2001,46.13869,-70.20454,70198212010538,52932656010538,25,2001,10,0.488,0.54,0.521,0.538,0.625
1964,1999,45.64326,-69.75657,71896439010538,52699920010538,25,1999,0,0.121,0.127,0.179,0.192,0.249
1965,2001,46.80083,-68.64012,70135094010538,52861754010538,3,2001,10,0.312,0.134,0.144,0.162,0.199
1966,2000,46.21393,-69.18118,71975297010538,52833651010538,21,2000,0,0.087,0.095,0.098,0.115,0.112
1967,2001,44.78819,-69.16704,70169082010538,52888968010538,19,2001,0,0.029,0.031,0.045,0.068,0.086
1968,2000,43.69537,-70.09604,72032811010538,52776509010538,5,2000,0,0,0,0,0,0
1969,2000,44.96076,-68.77748,72048213010538,52804246010538,19,2000,0,0.185,0.2,0.221,0.233,0.243
1970,1999,47.21127,-68.568,71936151010538,52750737010538,3,1999,0,0.13,0.149,0.173,0.157,0.173
1971,2000,44.4907,-70.83018,72003824010538,52790938010538,17,2000,10,0.327,0.317,0.171,0.209,0.149
1972,2001,44.48926,-69.99883,70159151010538,52878654010538,11,2001,10,0.067,0.009,0.136,0.157,0.092
1973,2001,44.51229,-68.83996,70199907010538,52934484010538,27,2001,0,0.15,0.165,0.173,0.23,0.238
1974,1999,46.47873,-68.40534,71939785010538,52754391010538,3,1999,10,0.05,0.082,0.172,0.256,0.326
1975,2000,46.71218,-69.48633,72029644010538,52773343010538,3,2000,10,0.128,0.144,0.17,0.211,0.235
1976,2000,46.49763,-69.54873,71975996010538,52834363010538,21,2000,10,0.135,0.167,0.17,0.23,0.254
1977,1999,44.43576,-70.1141,71916639010538,52736414010538,11,1999,0,0,0,0,0,0.001
1978,2001,44.72341,-67.654,70121949010538,52939190010538,29,2001,0,0.012,0.028,0.029,0.012,0.019
1979,2000,45.36129,-69.88,71980934010538,52839407010538,25,2000,0,0.038,0.073,0.112,0.159,0.195
1980,2001,43.89967,-70.26691,70148775010538,52867883010538,5,2001,0,0.197,0.248,0.303,0.354,0.338
1981,1999,46.70617,-67.78951,71946611010538,52723850010538,3,1999,0,0,0.004,0.019,0.065,0.064
1982,2001,45.93109,-69.55067,70186649010538,52920701010538,21,2001,50,0.074,0.15,0.207,0.278,0.349
1983,1999,43.85099,-70.96729,71922827010538,52757890010538,17,1999,10,0.394,0.461,0.49,0.37,0.423
1984,2001,44.40532,-68.11168,70155820010538,52875225010538,9,2001,0,0.09,0.108,0.13,0.137,0.13
1985,2001,44.34472,-69.50708,70159041010538,52878542010538,11,2001,10,0.112,0.142,0.112,0.149,0.162
1986,1999,44.21095,-70.11499,72160008010538,52741689010538,1,1999,0,0.088,0.123,0.141,0.189,0.202
1987,2000,46.31311,-68.93147,71974979010538,52833329010538,21,2000,10,0.148,0.182,0.212,0.089,0.111
1988,1999,45.95135,-67.85142,71934658010538,52749143010538,3,1999,0,0,0,0,0,0
1989,2000,46.08889,-69.46885,71969881010538,52828098010538,21,2000,10,0.166,0.197,0.014,0.017,0.017
1990,2000,45.71618,-69.96426,71902816010538,52706337010538,25,1999,10,0.094,0.133,0.07,0.058,0.092
1991,2000,46.81718,-67.83904,72024355010538,52820999010538,3,2000,0,0,0,0,0,0
1992,2000,46.31426,-68.70365,71964934010538,52822870010538,19,2000,10,0.26,0.294,0.082,0.109,0.129
1993,2000,45.57872,-68.9502,72009733010538,52797021010538,19,2000,10,0.179,0.238,0.286,0.316,0.394
1994,1999,44.37813,-69.59376,71915677010538,52735447010538,11,1999,0,0.323,0.331,0.349,0.315,0.342
1995,1999,44.07625,-69.0576,71917064010538,52736842010538,13,1999,0,0.22,0.214,0.244,0.267,0.326
1996,2000,45.29761,-67.47939,71912449010538,52716264010538,29,1999,10,0.194,0.197,0.244,0.266,0.163
